t,S(t),A_mean(t),f_mean(t),effort(t),cpu_step(t),C(t),E(t),L(t),variance_d2S,entropy_S,effort_status,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio
15.600000,2.677373,1.000000,0.455943,0.000000,0.000005,0.751152,0.913292,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
15.700000,2.648745,1.000000,0.455943,0.000000,0.000005,0.751764,0.913515,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
15.800000,2.614583,1.000000,0.455943,0.000000,0.000005,0.752357,0.913731,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
15.900000,2.574957,1.000000,0.455943,0.000000,0.000005,0.752930,0.913940,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
16.000000,2.529948,1.000000,0.455943,0.000000,0.000005,0.753485,0.914143,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
16.100000,2.479647,1.000000,0.455943,0.000000,0.000005,0.754022,0.914338,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
16.200000,2.424160,1.000000,0.455943,0.000000,0.000005,0.754542,0.914528,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
16.300000,2.363599,1.000000,0.455943,0.000000,0.000005,0.755044,0.914711,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
16.400000,2.298090,1.000000,0.455943,0.000000,0.000005,0.755531,0.914888,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
16.500000,2.227769,1.000000,0.455943,0.000000,0.000005,0.756002,0.915060,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
16.600000,2.152781,1.000000,0.455943,0.000000,0.000005,0.756457,0.915226,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
16.700000,2.073282,1.000000,0.455943,0.000000,0.000005,0.756898,0.915386,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
16.800000,1.989437,1.000000,0.455943,0.000000,0.000005,0.757324,0.915541,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
16.900000,1.901421,1.000000,0.455943,0.000000,0.000005,0.757737,0.915692,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
17.000000,1.809416,1.000000,0.455943,0.000000,0.000005,0.758136,0.915837,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
17.100000,1.713613,1.000000,0.455943,0.000000,0.000005,0.758522,0.915977,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
17.200000,1.614213,1.000000,0.455943,0.000000,0.000005,0.758896,0.916113,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
17.300000,1.511421,1.000000,0.455943,0.000000,0.000005,0.759257,0.916245,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
17.400000,1.405453,1.000000,0.455943,0.000000,0.000005,0.759607,0.916372,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
17.500000,1.296529,1.000000,0.455943,0.000000,0.000005,0.759945,0.916495,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
17.600000,1.184876,1.000000,0.455943,0.000000,0.000005,0.760273,0.916614,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
17.700000,1.070727,1.000000,0.455943,0.000000,0.000005,0.760589,0.916730,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
17.800000,0.954319,1.000000,0.455943,0.000000,0.000005,0.760896,0.916841,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
17.900000,0.835896,1.000000,0.455943,0.000000,0.000005,0.761192,0.916949,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
18.000000,0.715705,1.000000,0.455943,0.000000,0.000005,0.761479,0.917053,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
18.100000,0.593996,1.000000,0.455943,0.000000,0.000005,0.761757,0.917154,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
18.200000,0.471023,1.000000,0.455943,0.000000,0.000005,0.762025,0.917251,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
18.300000,0.347043,1.000000,0.455943,0.000000,0.000005,0.762285,0.917346,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
18.400000,0.222314,1.000000,0.455943,0.000000,0.000005,0.762536,0.917437,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
18.500000,0.097097,1.000000,0.455943,0.000000,0.000005,0.762779,0.917525,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
18.600000,-0.028348,1.000000,0.455943,0.000000,0.000005,0.763014,0.917611,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
18.700000,-0.153757,1.000000,0.455943,0.000000,0.000005,0.763242,0.917693,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
18.800000,-0.278871,1.000000,0.455943,0.000000,0.000005,0.763462,0.917773,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
18.900000,-0.403426,1.000000,0.455943,0.000000,0.000005,0.763675,0.917851,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
19.000000,-0.527165,1.000000,0.455943,0.000000,0.000005,0.763881,0.917925,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
19.100000,-0.649828,1.000000,0.455943,0.000000,0.000005,0.764080,0.917998,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
19.200000,-0.771159,1.000000,0.455943,0.000000,0.000005,0.764273,0.918068,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
19.300000,-0.890905,1.000000,0.455943,0.000000,0.000005,0.764459,0.918135,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
19.400000,-1.008816,1.000000,0.455943,0.000000,0.000005,0.764639,0.918201,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
19.500000,-1.124647,1.000000,0.455943,0.000000,0.000005,0.764814,0.918264,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
19.600000,-1.238155,1.000000,0.455943,0.000000,0.000005,0.764983,0.918325,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
19.700000,-1.349104,1.000000,0.455943,0.000000,0.000005,0.765146,0.918385,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
19.800000,-1.457261,1.000000,0.455943,0.000000,0.000005,0.765304,0.918442,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
19.900000,-1.562402,1.000000,0.455943,0.000000,0.000005,0.765457,0.918498,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
20.000000,-1.664306,1.000000,0.455943,0.000000,0.000005,0.765604,0.918551,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
20.100000,-1.762762,1.000000,0.455943,0.000000,0.000006,0.765747,0.918603,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
20.200000,-1.857563,1.000000,0.455943,0.000000,0.000006,0.765886,0.918653,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
20.300000,-1.948512,1.000000,0.455943,0.000000,0.000005,0.766019,0.918702,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
20.400000,-2.035419,1.000000,0.455943,0.000000,0.000005,0.766149,0.918749,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
20.500000,-2.118102,1.000000,0.455943,0.000000,0.000005,0.766274,0.918794,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
20.600000,-2.196389,1.000000,0.455943,0.000000,0.000005,0.766395,0.918838,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
20.700000,-2.270116,1.000000,0.455943,0.000000,0.000005,0.766512,0.918881,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
20.800000,-2.339130,1.000000,0.455943,0.000000,0.000005,0.766625,0.918922,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
20.900000,-2.403286,1.000000,0.455943,0.000000,0.000005,0.766735,0.918961,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
21.000000,-2.462450,1.000000,0.455943,0.000000,0.000005,0.766841,0.919000,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
21.100000,-2.516500,1.000000,0.455943,0.000000,0.000005,0.766944,0.919037,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
21.200000,-2.565321,1.000000,0.455943,0.000000,0.000005,0.767043,0.919073,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
21.300000,-2.608812,1.000000,0.455943,0.000000,0.000005,0.767139,0.919108,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
21.400000,-2.646882,1.000000,0.455943,0.000000,0.000005,0.767232,0.919141,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
21.500000,-2.679451,1.000000,0.455943,0.000000,0.000005,0.767321,0.919174,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
21.600000,-2.706451,1.000000,0.455943,0.000000,0.000005,0.767408,0.919206,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
21.700000,-2.727826,1.000000,0.455943,0.000000,0.000005,0.767492,0.919236,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
21.800000,-2.743531,1.000000,0.455943,0.000000,0.000005,0.767573,0.919265,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
21.900000,-2.753533,1.000000,0.455943,0.000000,0.000005,0.767652,0.919294,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
22.000000,-2.757810,1.000000,0.455943,0.000000,0.000005,0.767728,0.919322,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
22.100000,-2.756354,1.000000,0.455943,0.000000,0.000005,0.767802,0.919348,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
22.200000,-2.749167,1.000000,0.455943,0.000000,0.000005,0.767873,0.919374,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
22.300000,-2.736264,1.000000,0.455943,0.000000,0.000005,0.767942,0.919399,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
22.400000,-2.717671,1.000000,0.455943,0.000000,0.000005,0.768008,0.919423,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
22.500000,-2.693427,1.000000,0.455943,0.000000,0.000005,0.768073,0.919446,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
22.600000,-2.663582,1.000000,0.455943,0.000000,0.000005,0.768135,0.919469,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
22.700000,-2.628198,1.000000,0.455943,0.000000,0.000005,0.768195,0.919491,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
22.800000,-2.587348,1.000000,0.455943,0.000000,0.000005,0.768253,0.919512,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
22.900000,-2.541117,1.000000,0.455943,0.000000,0.000005,0.768310,0.919532,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
23.000000,-2.489602,1.000000,0.455943,0.000000,0.000005,0.768364,0.919552,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
23.100000,-2.432908,1.000000,0.455943,0.000000,0.000005,0.768417,0.919571,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
23.200000,-2.371154,1.000000,0.455943,0.000000,0.000005,0.768468,0.919590,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
23.300000,-2.304467,1.000000,0.455943,0.000000,0.000005,0.768517,0.919608,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
23.400000,-2.232988,1.000000,0.455943,0.000000,0.000005,0.768565,0.919625,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
23.500000,-2.156863,1.000000,0.455943,0.000000,0.000005,0.768611,0.919642,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
23.600000,-2.076252,1.000000,0.455943,0.000000,0.000005,0.768656,0.919658,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
23.700000,-1.991322,1.000000,0.455943,0.000000,0.000005,0.768699,0.919674,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
23.800000,-1.902249,1.000000,0.455943,0.000000,0.000005,0.768741,0.919689,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
23.900000,-1.809218,1.000000,0.455943,0.000000,0.000005,0.768781,0.919703,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
24.000000,-1.712423,1.000000,0.455943,0.000000,0.000005,0.768820,0.919717,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
24.100000,-1.612066,1.000000,0.455943,0.000000,0.000005,0.768858,0.919731,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
24.200000,-1.508354,1.000000,0.455943,0.000000,0.000005,0.768895,0.919744,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
24.300000,-1.401504,1.000000,0.455943,0.000000,0.000005,0.768930,0.919757,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
24.400000,-1.291737,1.000000,0.455943,0.000000,0.000005,0.768964,0.919770,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
24.500000,-1.179281,1.000000,0.455943,0.000000,0.000005,0.768997,0.919782,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
24.600000,-1.064371,1.000000,0.455943,0.000000,0.000005,0.769029,0.919793,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
24.700000,-0.947246,1.000000,0.455943,0.000000,0.000005,0.769060,0.919804,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
24.800000,-0.828149,1.000000,0.455943,0.000000,0.000005,0.769090,0.919815,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
24.900000,-0.596324,1.000000,0.455943,0.000000,0.000006,0.745086,0.911075,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
25.000000,-0.409513,1.000000,0.455943,0.000000,0.000005,0.813533,0.935782,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
25.100000,-0.282052,1.000000,0.455943,0.000000,0.000005,0.812433,0.935391,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
25.200000,-0.154127,1.000000,0.455943,0.000000,0.000005,0.811339,0.935000,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
25.300000,-0.026004,1.000000,0.455943,0.000000,0.000005,0.810252,0.934613,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
25.400000,0.102051,1.000000,0.455943,0.000000,0.000005,0.809175,0.934229,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
25.500000,0.229773,1.000000,0.455943,0.000000,0.000005,0.808110,0.933849,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
25.600000,0.356901,1.000000,0.455943,0.000000,0.000005,0.807059,0.933474,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
25.700000,0.483172,1.000000,0.455943,0.000000,0.000005,0.806024,0.933104,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
25.800000,0.608326,1.000000,0.455943,0.000000,0.000005,0.805006,0.932740,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
25.900000,0.732109,1.000000,0.455943,0.000000,0.000005,0.804006,0.932383,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
26.000000,0.854266,1.000000,0.455943,0.000000,0.000005,0.803025,0.932032,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
26.100000,0.974548,1.000000,0.455943,0.000000,0.000005,0.802063,0.931688,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
26.200000,1.092710,1.000000,0.455943,0.000000,0.000005,0.801121,0.931351,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
26.300000,1.208510,1.000000,0.455943,0.000000,0.000005,0.800200,0.931021,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
26.400000,1.321714,1.000000,0.455943,0.000000,0.000005,0.799299,0.930698,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
26.500000,1.432090,1.000000,0.455943,0.000000,0.000005,0.798420,0.930383,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
26.600000,1.539414,1.000000,0.455943,0.000000,0.000005,0.797561,0.930076,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
26.700000,1.643469,1.000000,0.455943,0.000000,0.000005,0.796724,0.929776,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
26.800000,1.744042,1.000000,0.455943,0.000000,0.000005,0.795908,0.929483,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
26.900000,1.840931,1.000000,0.455943,0.000000,0.000005,0.795113,0.929198,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
27.000000,1.933937,1.000000,0.455943,0.000000,0.000005,0.794339,0.928920,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
27.100000,2.022874,1.000000,0.455943,0.000000,0.000005,0.793585,0.928650,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
27.200000,2.107560,1.000000,0.455943,0.000000,0.000005,0.792852,0.928386,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
27.300000,2.187825,1.000000,0.455943,0.000000,0.000005,0.792139,0.928130,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
27.400000,2.263505,1.000000,0.455943,0.000000,0.000005,0.791446,0.927881,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
27.500000,2.334449,1.000000,0.455943,0.000000,0.000005,0.790773,0.927639,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
27.600000,2.400512,1.000000,0.455943,0.000000,0.000005,0.790118,0.927404,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
27.700000,2.461561,1.000000,0.455943,0.000000,0.000005,0.789483,0.927176,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
27.800000,2.517474,1.000000,0.455943,0.000000,0.000005,0.788866,0.926954,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
27.900000,2.568137,1.000000,0.455943,0.000000,0.000005,0.788267,0.926739,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
28.000000,2.613450,1.000000,0.455943,0.000000,0.000005,0.787686,0.926530,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
28.100000,2.653320,1.000000,0.455943,0.000000,0.000005,0.787122,0.926327,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
28.200000,2.687669,1.000000,0.455943,0.000000,0.000005,0.786575,0.926130,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
28.300000,2.716427,1.000000,0.455943,0.000000,0.000005,0.786045,0.925939,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
28.400000,2.739539,1.000000,0.455943,0.000000,0.000005,0.785530,0.925754,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
28.500000,2.756957,1.000000,0.455943,0.000000,0.000005,0.785032,0.925574,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
28.600000,2.768650,1.000000,0.455943,0.000000,0.000005,0.784548,0.925400,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
28.700000,2.774594,1.000000,0.455943,0.000000,0.000005,0.784080,0.925231,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
28.800000,2.774780,1.000000,0.455943,0.000000,0.000005,0.783626,0.925068,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
28.900000,2.769209,1.000000,0.455943,0.000000,0.000005,0.783186,0.924909,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
29.000000,2.757894,1.000000,0.455943,0.000000,0.000005,0.782759,0.924756,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
29.100000,2.740860,1.000000,0.455943,0.000000,0.000005,0.782346,0.924607,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
29.200000,2.718145,1.000000,0.455943,0.000000,0.000005,0.781946,0.924462,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
29.300000,2.689797,1.000000,0.455943,0.000000,0.000005,0.781559,0.924323,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
29.400000,2.655875,1.000000,0.455943,0.000000,0.000005,0.781184,0.924187,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
29.500000,2.616453,1.000000,0.455943,0.000000,0.000005,0.780820,0.924056,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
29.600000,2.571612,1.000000,0.455943,0.000000,0.000005,0.780469,0.923929,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
29.700000,2.521446,1.000000,0.455943,0.000000,0.000005,0.780128,0.923807,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
29.800000,2.466061,1.000000,0.455943,0.000000,0.000005,0.779798,0.923688,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
29.900000,2.405571,1.000000,0.455943,0.000000,0.000005,0.779479,0.923572,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
30.000000,2.340105,1.000000,0.455943,0.000000,0.000005,0.779170,0.923461,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
30.100000,2.269797,1.000000,0.455943,0.000000,0.000006,0.778871,0.923353,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
30.200000,2.194794,1.000000,0.455943,0.000000,0.000006,0.778581,0.923248,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
30.300000,2.115252,1.000000,0.455943,0.000000,0.000005,0.778301,0.923147,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
30.400000,2.031337,1.000000,0.455943,0.000000,0.000005,0.778029,0.923049,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
30.500000,1.943223,1.000000,0.455943,0.000000,0.000005,0.777767,0.922954,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
30.600000,1.851094,1.000000,0.455943,0.000000,0.000005,0.777513,0.922862,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
30.700000,1.755140,1.000000,0.455943,0.000000,0.000005,0.777267,0.922774,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
30.800000,1.655561,1.000000,0.455943,0.000000,0.000005,0.777029,0.922688,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
30.900000,1.552563,1.000000,0.455943,0.000000,0.000005,0.776798,0.922604,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
31.000000,1.446361,1.000000,0.455943,0.000000,0.000005,0.776576,0.922524,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
31.100000,1.337174,1.000000,0.455943,0.000000,0.000005,0.776360,0.922446,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
31.200000,1.225230,1.000000,0.455943,0.000000,0.000005,0.776151,0.922371,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
31.300000,1.110760,1.000000,0.455943,0.000000,0.000005,0.775950,0.922298,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
31.400000,0.994002,1.000000,0.455943,0.000000,0.000005,0.775754,0.922227,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
31.500000,0.875198,1.000000,0.455943,0.000000,0.000005,0.775565,0.922159,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
31.600000,0.754594,1.000000,0.455943,0.000000,0.000005,0.775382,0.922093,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
31.700000,0.632441,1.000000,0.455943,0.000000,0.000005,0.775206,0.922029,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
31.800000,0.508993,1.000000,0.455943,0.000000,0.000005,0.775035,0.921967,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
31.900000,0.384503,1.000000,0.455943,0.000000,0.000005,0.774869,0.921907,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
32.000000,0.259232,1.000000,0.455943,0.000000,0.000005,0.774709,0.921849,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
32.100000,0.133439,1.000000,0.455943,0.000000,0.000005,0.774554,0.921793,0.000000,0.000000,0.000000,stable,0.000000,0.000000,0.000000,0.000000,1.000000
